GAMEPLAY_CrashMountainRegionLocked,Explore the world to find the route that leads to this region!,,
GAMEPLAY_CrashMountainRegionUnlocked,"For advanced players. An isolated alpine region with very few shelters or resources. A true test of wilderness survival skills.

Connects to Pleasant Valley.",,
GAMEPLAY_CrashLake,Crystal Lake,large mountain lake in front of the lodge,
GAMEPLAY_CrashChasm,Echo Ravine,"deep, rocky chasm",
GAMEPLAY_CrashMountaineersLodge,Mountaineer's Hut,"small, rustic, stone cabin",
GAMEPLAY_CrashCave_big,Cave,"large, natural, rock covered area, cave like",
GAMEPLAY_CrashCave_forest,Forest Cave,cave in forest area,
GAMEPLAY_CrashCave_chasm,Chasm Cave,cave in the base of the chasm,
GAMEPLAY_CrashCave_waterfall,Waterfall Cave,cave near waterfall,
GAMEPLAY_CrashTopWaterfall,Eric's Falls,Waterfall found part way up crash mountain,
GAMEPLAY_CrashMountainSummit,Summit,Area at top of mountain (where crashed plane tail sits),
GAMEPLAY_CrashMountainShelf,Secluded Shelf,"Shelf area partway up mountain (secluded spot, has cave tunnel access)",
GAMEPLAY_CrashDeerClearing,Deer Clearing,"Clearing at base of mountain, with deer",
GAMEPLAY_CrashDebris_wheel,Landing Gear,Crash debris -  a piece of landing gear,
GAMEPLAY_CrashDebris_engine,Engine,Crash debris -  an engine,
GAMEPLAY_CrashDebris_wing,Wing,Crash debris -  a section of wing,
GAMEPLAY_CrashDebris_tail,Tail Section,Crash debris -  a section of plane with tail,
GAMEPLAY_CrashChasmPeak1,Echo Peak East,Two small peaks sit next to trail into Chasm,
GAMEPLAY_CrashChasmPeak2,Echo Peak West,Two small peaks sit next to trail into Chasm,
GAMEPLAY_CrashSecretPeak,Andre's Peak,"small peak you can reach the top of, view towards lake",
GAMEPLAY_ToolRequiredToForceOpen,Requires {item-name},,
GAMEPLAY_DeployRopeAction,Deploying Rope...,,
GAMEPLAY_TakeRopeAction,Taking Rope...,,
GAMEPLAY_Cargo,Cargo Container,Used when searchinng a door on a cargo crate,
GAMEPLAY_ResetAllTimeStatsConfirmation,Are you sure you would like to reset your stats? All previous stats will be deleted.,,
SCENENAME_EmptyPrepperCache,Prepper's Abandoned Cache,,
GAMEPLAY_RuralCrashCorner,Point of Disagreement,location in Pleasant Valley where a few cars/truck have crashed,
GAMEPLAY_Write,Write,,
GAMEPLAY_Done,Done,as in finished,
GAMEPLAY_Survived,Survived,,
GAMEPLAY_LogItemFound,Item Found,,
SCENENAME_TransitionMLtoCH,Raven Falls Railway Line,,
SCENENAME_TransitionMLtoPV,Carter Hydro Dam & Environs,,
SCENENAME_TransitionCHtoPV,Cinder Hills Coal Mine,,
SCENENAME_TransitionCHtoDP,Old Island Connector,,
GAMEPLAY_CreateSandbox,Create,,
GAMEPLAY_Journal,Journal,,
GAMEPLAY_Journals,Journals,,
GAMEPLAY_CannotClimbWithSprainedWrist,Cannot Climb with a Sprained Wrist,,
GAMEPLAY_CannotClimbWithSprainedAnkle,Cannot Climb with Sprained Ankle,,
SCENENAME_DamTransitionZone,Lower Dam,,
SCENENAME_DamCaveTransitionZone,Cave System,,
GAMEPLAY_SaveSlotExplored,{%-value} Explored,,
GAMEPLAY_Explored,Explored,,
GAMEPLAY_Stat_LocationsExplored,Locations Discovered,,
GAMEPLAY_Stat_WorldExploredPercentage,World Explored,,
GAMEPLAY_SceneFileCorrupted,Corrupted Save Data Detected - {scene-name},,
GAMEPLAY_GlobalFileCorrupted,Corrupted Save Data Detected - Player Data,,
GAMEPLAY_DataCorrupt,Data Corrupt,,
GAMEPLAY_SaveIncompatible,Save Incompatible,savegame version not compatible with game,
GAMEPLAY_ShowSteamControllerBindings,Show Bindings,,
STEAM_CONTROLLER_Set_Ingame,In-Game Controls,,
STEAM_CONTROLLER_Action_Move,Move,,
STEAM_CONTROLLER_Action_Camera,Camera,,
STEAM_CONTROLLER_Action_Up,Up,,
STEAM_CONTROLLER_Action_Down,Down,,
STEAM_CONTROLLER_Action_Left,Left,,
STEAM_CONTROLLER_Action_Right,Right,,
STEAM_CONTROLLER_Action_ControllerInteract,Interact,,
STEAM_CONTROLLER_Action_Sprint,Sprint,,
STEAM_CONTROLLER_Action_Crouch,Crouch,,
STEAM_CONTROLLER_Action_Reload,Reload,,
STEAM_CONTROLLER_Action_Equip,Equip,,
STEAM_CONTROLLER_Action_PickUp,Pick Up,,
STEAM_CONTROLLER_Action_PutBack,Put Back,,
STEAM_CONTROLLER_Action_Holster,Holster,,
STEAM_CONTROLLER_Action_ActionsPanel,Actions Panel,,
STEAM_CONTROLLER_Action_Backpack,Backpack,,
STEAM_CONTROLLER_Action_PauseMenu,Pause Menu,,
STEAM_CONTROLLER_Action_Escape,Escape,,
STEAM_CONTROLLER_Action_Continue,Continue,,
STEAM_CONTROLLER_Action_StartFire,Start Fire,,
STEAM_CONTROLLER_Action_LightSource,Light Source,,
STEAM_CONTROLLER_Action_Decoy,Decoy,,
STEAM_CONTROLLER_Action_Weapon,Weapon,,
STEAM_CONTROLLER_Action_Menu_ToolSelect,Menu:Tool Select,,
STEAM_CONTROLLER_Action_Inventory_Drop,Inventory:Drop,,
STEAM_CONTROLLER_Action_Inventory_FilterLeft,Inventory:FilterLeft,,
STEAM_CONTROLLER_Action_Inventory_FilterRight,Inventory:FilterRight,,
STEAM_CONTROLLER_Action_Inventory_Equip,Inventory:Equip,,
STEAM_CONTROLLER_Action_Inventory_Examine,Inventory:Examine,,
STEAM_CONTROLLER_Action_Inventory_Sort,Inventory:Toggle Sort,,
STEAM_CONTROLLER_Action_Container_SelectLeftTable,Container:Select Left Table,,
STEAM_CONTROLLER_Action_Container_SelectRightTable,Container:Select Right Table,,
STEAM_CONTROLLER_Action_Options_Confirm,Options:Confirm,,
STEAM_CONTROLLER_Action_Struggle_Tap,Struggle Tap,,
STEAM_CONTROLLER_Action_FeedFire_TakeTorch,FeedFire:Take Torch,,
STEAM_CONTROLLER_Action_Fire,Fire,,
STEAM_CONTROLLER_Action_AltFire,Aim,,
STEAM_CONTROLLER_Action_SafeCrackLeft,Safe:Left,,
STEAM_CONTROLLER_Action_SafeCrackRight,Safe:Right,,
STEAM_CONTROLLER_Action_ResetAllTimeStats,Stats:Reset Best,,
STEAM_CONTROLLER_Action_Menu_Secondary_MoveLeft,MenuNavigation:Secondary Move Left,,
STEAM_CONTROLLER_Action_Menu_Secondary_MoveRight,MenuNavigation:Secondary Move Right,,
STEAM_CONTROLLER_Action_Menu_Secondary_MoveUp,MenuNavigation:Secondary Move Up,,
STEAM_CONTROLLER_Action_Menu_Secondary_MoveDown,MenuNavigation:Secondary Move Down,,
STEAM_CONTROLLER_Action_ShowSteamControllerBindings,Options:Show Bindings,,
STEAM_CONTROLLER_Action_OpenRadial,Radial Menu,,
STEAM_CONTROLLER_Action_Rename,Journal:Rename,,
STEAM_CONTROLLER_Action_Delete,Journal:Delete,,
STEAM_CONTROLLER_Action_Overwrite,Journal:Overwrite,,
STEAM_CONTROLLER_Action_SaveJournal,Journal:Save Journal,,
GAMEPLAY_BasicBoots_Mint,New Leather Boots,,
GAMEPLAY_BasicBoots_Decent,Decent Leather Boots,,
GAMEPLAY_BasicBoots_Worn,Worn Leather Boots,,
GAMEPLAY_BasicBoots_Ragged,Ragged Leather Boots,,
GAMEPLAY_BasicBoots_Ruined,Ruined Leather Boots,,
GAMEPLAY_BasicGloves_Mint,New Ski Gloves,,
GAMEPLAY_BasicGloves_Decent,Decent Ski Gloves,,
GAMEPLAY_BasicGloves_Worn,Worn Ski Gloves,,
GAMEPLAY_BasicGloves_Ragged,Ragged Ski Gloves,,
GAMEPLAY_BasicGloves_Ruined,Ruined Ski Gloves,,
GAMEPLAY_Shoes_Mint,New Sneakers,,
GAMEPLAY_Shoes_Decent,Decent Sneakers,,
GAMEPLAY_Shoes_Worn,Worn Sneakers,,
GAMEPLAY_Shoes_Ragged,Ragged Sneakers,,
GAMEPLAY_Shoes_Ruined,Ruined Sneakers,,
GAMEPLAY_BasicWinterCoat_Mint,New Winter Coat,,
GAMEPLAY_BasicWinterCoat_Decent,Decent Winter Coat,,
GAMEPLAY_BasicWinterCoat_Worn,Worn Winter Coat,,
GAMEPLAY_BasicWinterCoat_Ragged,Ragged Winter Coat,,
GAMEPLAY_BasicWinterCoat_Ruined,Ruined Winter Coat,,
GAMEPLAY_BasicWoolHat_Mint,New Wool Hat,,
GAMEPLAY_BasicWoolHat_Decent,Decent Wool Hat,,
GAMEPLAY_BasicWoolHat_Worn,Worn Wool Hat,,
GAMEPLAY_BasicWoolHat_Ragged,Ragged Wool Hat,,
GAMEPLAY_BasicWoolHat_Ruined,Ruined Wool Hat,,
GAMEPLAY_BasicWoolScarf_Mint,New Wool Scarf,,
GAMEPLAY_BasicWoolScarf_Decent,Decent Wool Scarf,,
GAMEPLAY_BasicWoolScarf_Worn,Worn Wool Scarf,,
GAMEPLAY_BasicWoolScarf_Ragged,Ragged Wool Scarf,,
GAMEPLAY_BasicWoolScarf_Ruined,Ruined Wool Scarf,,
GAMEPLAY_CargoPants_Mint,New Cargo Pants,,
GAMEPLAY_CargoPants_Decent,Decent Cargo Pants,,
GAMEPLAY_CargoPants_Worn,Worn Cargo Pants,,
GAMEPLAY_CargoPants_Ragged,Ragged Cargo Pants,,
GAMEPLAY_CargoPants_Ruined,Ruined Cargo Pants,,
GAMEPLAY_CottonSocks_Mint,New Sports Socks,,
GAMEPLAY_CottonSocks_Decent,Decent Sports Socks,,
GAMEPLAY_CottonSocks_Worn,Worn Sports Socks,,
GAMEPLAY_CottonSocks_Ragged,Ragged Sports Socks,,
GAMEPLAY_CottonSocks_Ruined,Ruined Sports Socks,,
GAMEPLAY_DeerSkinBoots_Mint,New Deerskin Boots,,
GAMEPLAY_DeerSkinBoots_Decent,Decent Deerskin Boots,,
GAMEPLAY_DeerSkinBoots_Worn,Worn Deerskin Boots,,
GAMEPLAY_DeerSkinBoots_Ragged,Ragged Deerskin Boots,,
GAMEPLAY_DeerSkinBoots_Ruined,Ruined Deerskin Boots,,
GAMEPLAY_DeerSkinPants_Mint,New Deerskin Pants,,
GAMEPLAY_DeerSkinPants_Decent,Decent Deerskin Pants,,
GAMEPLAY_DeerSkinPants_Worn,Worn Deerskin Pants,,
GAMEPLAY_DeerSkinPants_Ragged,Ragged Deerskin Pants,,
GAMEPLAY_DeerSkinPants_Ruined,Ruined Deerskin Pants,,
GAMEPLAY_DownSkiJacket_Mint,New Down Jacket,,
GAMEPLAY_DownSkiJacket_Decent,Decent Down Jacket,,
GAMEPLAY_DownSkiJacket_Worn,Worn Down Jacket,,
GAMEPLAY_DownSkiJacket_Ragged,Ragged Down Jacket,,
GAMEPLAY_DownSkiJacket_Ruined,Ruined Down Jacket,,
GAMEPLAY_DownVest_Mint,New Down Vest,,
GAMEPLAY_DownVest_Decent,Decent Down Vest,,
GAMEPLAY_DownVest_Worn,Worn Down Vest,,
GAMEPLAY_DownVest_Ragged,Ragged Down Vest,,
GAMEPLAY_DownVest_Ruined,Ruined Down Vest,,
GAMEPLAY_FleeceSweater_Mint,New Fleece Sweater,,
GAMEPLAY_FleeceSweater_Decent,Decent Fleece Sweater,,
GAMEPLAY_FleeceSweater_Worn,Worn Fleece Sweater,,
GAMEPLAY_FleeceSweater_Ragged,Ragged Fleece Sweater,,
GAMEPLAY_FleeceSweater_Ruined,Ruined Fleece Sweater,,
GAMEPLAY_HeavyWoolSweater_Mint,New Heavy Wool Sweater,,
GAMEPLAY_HeavyWoolSweater_Decent,Decent Heavy Wool Sweater,,
GAMEPLAY_HeavyWoolSweater_Worn,Worn Heavy Wool Sweater,,
GAMEPLAY_HeavyWoolSweater_Ragged,Ragged Heavy Wool Sweater,,
GAMEPLAY_HeavyWoolSweater_Ruined,Ruined Heavy Wool Sweater,,
GAMEPLAY_InsulatedBoots_Mint,New Insulated Boots,,
GAMEPLAY_InsulatedBoots_Decent,Decent Insulated Boots,,
GAMEPLAY_InsulatedBoots_Worn,Worn Insulated Boots,,
GAMEPLAY_InsulatedBoots_Ragged,Ragged Insulated Boots,,
GAMEPLAY_InsulatedBoots_Ruined,Ruined Insulated Boots,,
GAMEPLAY_InsulatedVest_Mint,New Insulated Vest,,
GAMEPLAY_InsulatedVest_Decent,Decent Insulated Vest,,
GAMEPLAY_InsulatedVest_Worn,Worn Insulated Vest,,
GAMEPLAY_InsulatedVest_Ragged,Ragged Insulated Vest,,
GAMEPLAY_InsulatedVest_Ruined,Ruined Insulated Vest,,
GAMEPLAY_Jeans_Mint,New Jeans,,
GAMEPLAY_Jeans_Decent,Decent Jeans,,
GAMEPLAY_Jeans_Worn,Worn Jeans,,
GAMEPLAY_Jeans_Ragged,Ragged Jeans,,
GAMEPLAY_Jeans_Ruined,Ruined Jeans,,
GAMEPLAY_CottonLongUnderwear_Mint,New Thermal Underwear,,
GAMEPLAY_CottonLongUnderwear_Decent,Decent Thermal Underwear,,
GAMEPLAY_CottonLongUnderwear_Worn,Worn Thermal Underwear,,
GAMEPLAY_CottonLongUnderwear_Ragged,Ragged Thermal Underwear,,
GAMEPLAY_CottonLongUnderwear_Ruined,Ruined Thermal Underwear,,
GAMEPLAY_WoolLongUnderwear_Mint,New Wool Longjohns,,
GAMEPLAY_WoolLongUnderwear_Decent,Decent Wool Longjohns,,
GAMEPLAY_WoolLongUnderwear_Worn,Worn Wool Longjohns,,
GAMEPLAY_WoolLongUnderwear_Ragged,Ragged Wool Longjohns,,
GAMEPLAY_WoolLongUnderwear_Ruined,Ruined Wool Longjohns,,
GAMEPLAY_Mittens_Mint,New Mittens,,
GAMEPLAY_Mittens_Decent,Decent Mittens,,
GAMEPLAY_Mittens_Worn,Worn Mittens,,
GAMEPLAY_Mittens_Ragged,Ragged Mittens,,
GAMEPLAY_Mittens_Ruined,Ruined Mittens,,
GAMEPLAY_PremiumWinterCoat_Mint,New Expedition Parka,,
GAMEPLAY_PremiumWinterCoat_Decent,Decent Expedition Parka,,
GAMEPLAY_PremiumWinterCoat_Worn,Worn Expedition Parka,,
GAMEPLAY_PremiumWinterCoat_Ragged,Ragged Expedition Parka,,
GAMEPLAY_PremiumWinterCoat_Ruined,Ruined Expedition Parka,,
GAMEPLAY_MarinersPeaCoat_Mint,New Mariner's Pea Coat,,
GAMEPLAY_MarinersPeaCoat_Decent,Decent Mariner's Pea Coat,,
GAMEPLAY_MarinersPeaCoat_Worn,Worn Mariner's Pea Coat,,
GAMEPLAY_MarinersPeaCoat_Ragged,Ragged Mariner's Pea Coat,,
GAMEPLAY_MarinersPeaCoat_Ruined,Ruined Mariner's Pea Coat,,
GAMEPLAY_RabbitSkinMitts_Mint,New Rabbitskin Mitts,,
GAMEPLAY_RabbitSkinMitts_Decent,Decent Rabbitskin Mitts,,
GAMEPLAY_RabbitSkinMitts_Worn,Worn Rabbitskin Mitts,,
GAMEPLAY_RabbitSkinMitts_Ragged,Ragged Rabbitskin Mitts,,
GAMEPLAY_RabbitSkinMitts_Ruined,Ruined Rabbitskin Mitts,,
GAMEPLAY_SkiJacket_Mint,New Ski Jacket,,
GAMEPLAY_SkiJacket_Decent,Decent Ski Jacket,,
GAMEPLAY_SkiJacket_Worn,Worn Ski Jacket,,
GAMEPLAY_SkiJacket_Ragged,Ragged Ski Jacket,,
GAMEPLAY_SkiJacket_Ruined,Ruined Ski Jacket,,
GAMEPLAY_Toque_Mint,New Toque,,
GAMEPLAY_Toque_Decent,Decent Toque,,
GAMEPLAY_Toque_Worn,Worn Toque,,
GAMEPLAY_Toque_Ragged,Ragged Toque,,
GAMEPLAY_Toque_Ruined,Ruined Toque,,
GAMEPLAY_WolfSkinCape_Mint,New Wolfskin Coat,,
GAMEPLAY_WolfSkinCape_Decent,Decent Wolfskin Coat,,
GAMEPLAY_WolfSkinCape_Worn,Worn Wolfskin Coat,,
GAMEPLAY_WolfSkinCape_Ragged,Ragged Wolfskin Coat,,
GAMEPLAY_WolfSkinCape_Ruined,Ruined Wolfskin Coat,,
GAMEPLAY_WoolSocks_Mint,New Wool Socks,,
GAMEPLAY_WoolSocks_Decent,Decent Wool Socks,,
GAMEPLAY_WoolSocks_Worn,Worn Wool Socks,,
GAMEPLAY_WoolSocks_Ragged,Ragged Wool Socks,,
GAMEPLAY_WoolSocks_Ruined,Ruined Wool Socks,,
GAMEPLAY_ThinWoolSweater_Mint,New Thin Wool Sweater,,
GAMEPLAY_ThinWoolSweater_Decent,Decent Thin Wool Sweater,,
GAMEPLAY_ThinWoolSweater_Worn,Worn Thin Wool Sweater,,
GAMEPLAY_ThinWoolSweater_Ragged,Ragged Thin Wool Sweater,,
GAMEPLAY_ThinWoolSweater_Ruined,Ruined Thin Wool Sweater,,
GAMEPLAY_WorkBoots_Mint,New Work Boots,,
GAMEPLAY_WorkBoots_Decent,Decent Work Boots,,
GAMEPLAY_WorkBoots_Worn,Worn Work Boots,,
GAMEPLAY_WorkBoots_Ragged,Ragged Work Boots,,
GAMEPLAY_WorkBoots_Ruined,Ruined Work Boots,,
GAMEPLAY_BeefJerky_Fresh,New Beef Jerky,,
GAMEPLAY_BeefJerky_Stale,Stale Beef Jerky,,
GAMEPLAY_BeefJerky_Mouldy,Mouldy Beef Jerky,,
GAMEPLAY_BeefJerky_Ruined,Ruined Beef Jerky,,
GAMEPLAY_CandyBar_Fresh,New Chocolate Bar,,
GAMEPLAY_CandyBar_Stale,Stale Chocolate Bar,,
GAMEPLAY_CandyBar_Mouldy,Mouldy Chocolate Bar,,
GAMEPLAY_CandyBar_Ruined,Ruined Chocolate Bar,,
GAMEPLAY_PorkandBeans_New,New Pork and Beans,,
GAMEPLAY_PorkandBeans_Dusty,Dusty Pork and Beans,,
GAMEPLAY_PorkandBeans_Banged Up,Banged Up Pork and Beans,,
GAMEPLAY_PorkandBeans_Rusty,Rusty Pork and Beans,,
GAMEPLAY_PorkandBeans_Ruined,Ruined Pork and Beans,,
GAMEPLAY_CondensedMilk_New,New Condensed Milk,,
GAMEPLAY_CondensedMilk_Dusty,Dusty Condensed Milk,,
GAMEPLAY_CondensedMilk_Banged Up,Banged Up Condensed Milk,,
GAMEPLAY_CondensedMilk_Rusty,Rusty Condensed Milk,,
GAMEPLAY_CondensedMilk_Ruined,Ruined Condensed Milk,,
GAMEPLAY_BearMeatCooked_Fresh,Fresh Bear Meat (Cooked),,
GAMEPLAY_BearMeatCooked_Gamey,Gamey Bear Meat (Cooked),,
GAMEPLAY_BearMeatCooked_Mouldy,Mouldy Bear Meat (Cooked),,
GAMEPLAY_BearMeatCooked_Rancid,Rancid Bear Meat (Cooked),,
GAMEPLAY_BearMeatCooked_Ruined,Ruined Bear Meat (Cooked),,
GAMEPLAY_VenisonCooked_Fresh,Fresh Venison (Cooked),,
GAMEPLAY_VenisonCooked_Gamey,Gamey Venison (Cooked),,
GAMEPLAY_VenisonCooked_Mouldy,Mouldy Venison (Cooked),,
GAMEPLAY_VenisonCooked_Rancid,Rancid Venison (Cooked),,
GAMEPLAY_VenisonCooked_Ruined,Ruined Venison (Cooked),,
GAMEPLAY_RabbitCooked_Fresh,Fresh Rabbit (Cooked),,
GAMEPLAY_RabbitCooked_Gamey,Gamey Rabbit (Cooked),,
GAMEPLAY_RabbitCooked_Mouldy,Mouldy Rabbit (Cooked),,
GAMEPLAY_RabbitCooked_Rancid,Rancid Rabbit (Cooked),,
GAMEPLAY_RabbitCooked_Ruined,Ruined Rabbit (Cooked),,
GAMEPLAY_WolfMeatCooked_Fresh,Fresh Wolf Meat (Cooked),,
GAMEPLAY_WolfMeatCooked_Gamey,Gamey Wolf Meat (Cooked),,
GAMEPLAY_WolfMeatCooked_Mouldy,Mouldy Wolf Meat (Cooked),,
GAMEPLAY_WolfMeatCooked_Rancid,Rancid Wolf Meat (Cooked),,
GAMEPLAY_WolfMeatCooked_Ruined,Ruined Wolf Meat (Cooked),,
GAMEPLAY_SaltyCrackers_Fresh,New Salty Crackers,,
GAMEPLAY_SaltyCrackers_Stale,Stale Salty Crackers,,
GAMEPLAY_SaltyCrackers_Mouldy,Mouldy Salty Crackers,,
GAMEPLAY_SaltyCrackers_Ruined,Ruined Salty Crackers,,
GAMEPLAY_DogFood_New,New Dog Food,,
GAMEPLAY_DogFood_Dusty,Dusty Dog Food,,
GAMEPLAY_DogFood_Banged Up,Banged Up Dog Food,,
GAMEPLAY_DogFood_Rusty,Rusty Dog Food,,
GAMEPLAY_DogFood_Ruined,Ruined Dog Food,,
GAMEPLAY_GranolaBar_Fresh,New Granola Bar,,
GAMEPLAY_GranolaBar_Stale,Stale Granola Bar,,
GAMEPLAY_GranolaBar_Mouldy,Mouldy Granola Bar,,
GAMEPLAY_GranolaBar_Ruined,Ruined Granola Bar,,
GAMEPLAY_PeanutButter_Fresh,New Peanut Butter,,
GAMEPLAY_PeanutButter_Stale,Stale Peanut Butter,,
GAMEPLAY_PeanutButter_Mouldy,Mouldy Peanut Butter,,
GAMEPLAY_PeanutButter_Ruined,Ruined Peanut Butter,,
GAMEPLAY_PinnaclePeaches_New,New Pinnacle Peaches,,
GAMEPLAY_PinnaclePeaches_Dusty,Dusty Pinnacle Peaches,,
GAMEPLAY_PinnaclePeaches_Banged Up,Banged Up Pinnacle Peaches,,
GAMEPLAY_PinnaclePeaches_Rusty,Rusty Pinnacle Peaches,,
GAMEPLAY_PinnaclePeaches_Ruined,Ruined Pinnacle Peaches,,
GAMEPLAY_BearMeatRaw_Fresh,Fresh Bear Meat,,
GAMEPLAY_BearMeatRaw_Gamey,Gamey Bear Meat,,
GAMEPLAY_BearMeatRaw_Mouldy,Mouldy Bear Meat,,
GAMEPLAY_BearMeatRaw_Rancid,Rancid Bear Meat,,
GAMEPLAY_BearMeatRaw_Ruined,Ruined Bear Meat,,
GAMEPLAY_VenisonRaw_Fresh,Fresh Venison (Raw),,
GAMEPLAY_VenisonRaw_Gamey,Gamey Venison (Raw),,
GAMEPLAY_VenisonRaw_Mouldy,Mouldy Venison (Raw),,
GAMEPLAY_VenisonRaw_Rancid,Rancid Venison (Raw),,
GAMEPLAY_VenisonRaw_Ruined,Ruined Venison (Raw),,
GAMEPLAY_RabbitRaw_Fresh,Fresh Rabbit  (Raw),,
GAMEPLAY_RabbitRaw_Gamey,Gamey Rabbit  (Raw),,
GAMEPLAY_RabbitRaw_Mouldy,Mouldy Rabbit  (Raw),,
GAMEPLAY_RabbitRaw_Rancid,Rancid Rabbit  (Raw),,
GAMEPLAY_RabbitRaw_Ruined,Ruined Rabbit  (Raw),,
GAMEPLAY_WolfMeatRaw_Fresh,Fresh Wolf Meat (Raw),,
GAMEPLAY_WolfMeatRaw_Gamey,Gamey Wolf Meat (Raw),,
GAMEPLAY_WolfMeatRaw_Mouldy,Mouldy Wolf Meat (Raw),,
GAMEPLAY_WolfMeatRaw_Rancid,Rancid Wolf Meat (Raw),,
GAMEPLAY_WolfMeatRaw_Ruined,Ruined Wolf Meat (Raw),,
GAMEPLAY_CookedCohoSalmon_Fresh,Fresh Coho Salmon (Cooked),,
GAMEPLAY_CookedCohoSalmon_Stale,Stale Coho Salmon (Cooked),,
GAMEPLAY_CookedCohoSalmon_Mouldy,Rancid Coho Salmon (Cooked),,
GAMEPLAY_CookedCohoSalmon_Ruined,Ruined Coho Salmon (Cooked),,
GAMEPLAY_CookedLakeWhiteFish_Fresh,Fresh Lake Whitefish (Cooked),,
GAMEPLAY_CookedLakeWhiteFish_Stale,Stale Lake Whitefish (Cooked),,
GAMEPLAY_CookedLakeWhiteFish_Mouldy,Rancid Lake Whitefish (Cooked),,
GAMEPLAY_CookedLakeWhiteFish_Ruined,Ruined Lake Whitefish (Cooked),,
GAMEPLAY_CookedRainbowTrout_Fresh,Fresh Rainbow Trout (Cooked),,
GAMEPLAY_CookedRainbowTrout_Stale,Stale Rainbow Trout (Cooked),,
GAMEPLAY_CookedRainbowTrout_Mouldy,Rancid Rainbow Trout (Cooked),,
GAMEPLAY_CookedRainbowTrout_Ruined,Ruined Rainbow Trout (Cooked),,
GAMEPLAY_CookedSmallMouthBass_Fresh,Fresh Smallmouth Bass (Cooked),,
GAMEPLAY_CookedSmallMouthBass_Stale,Stale Smallmouth Bass (Cooked),,
GAMEPLAY_CookedSmallMouthBass_Mouldy,Rancid Smallmouth Bass (Cooked),,
GAMEPLAY_CookedSmallMouthBass_Ruined,Ruined Smallmouth Bass (Cooked),,
GAMEPLAY_TomatoSoupCan_New,New Tomato Soup,,
GAMEPLAY_TomatoSoupCan_Dusty,Dusty Tomato Soup,,
GAMEPLAY_TomatoSoupCan_Banged Up,Banged Up Tomato Soup,,
GAMEPLAY_TomatoSoupCan_Rusty,Rusty Tomato Soup,,
GAMEPLAY_TomatoSoupCan_Ruined,Ruined Tomato Soup,,
GAMEPLAY_LakeOverlook,Lake Overlook,viewpoint overlooking Mystery Lake,
GAMEPLAY_RescueChallengeFailHeader,Rescue: Failed,,
GAMEPLAY_RescueChallengeFailDesc,You didn't make it to the Lighthouse in time...,,
GAMEPLAY_RescueChallengeDeathDesc,You died,,
GAMEPLAY_RescueChallengeSuccessHeader,Rescue: Success,,
GAMEPLAY_RescueChallengeSuccessDesc,Is anybody out there still alive?,,
GAMEPLAY_RescueChallengeSurvivalTimeHeader,Completion Time,,
GAMEPLAY_RescueChallengeStartHeader,Hopeless Rescue,,
GAMEPLAY_RescueChallengeStartDesc,Are you the last person alive? You have to know. If only you could get a signal out to someone...,,
GAMEPLAY_RescueChallengeInstructions,Recover the Distress Pistol from the summit of Timberwolf Mountain. Fire it from the top of the Desolation Point Lighthouse.,,
GAMEPLAY_RescueChallengeLoadText,"Are you the last person alive? You have to know. If only you could get a signal out to someone...

Recover the Distress Pistol from the summit of Timberwolf Mountain. Fire it from the top of the Desolation Point Lighthouse.",,
GAMEPLAY_ChallengeRescue,Hopeless Rescue,,
GAMEPLAY_HuntedChallengeFailHeader,The Hunted: Failed,,
GAMEPLAY_HuntedChallengeFailDesc,You died,,
GAMEPLAY_HuntedChallengeSuccessHeader,The Hunted: Success,,
GAMEPLAY_HuntedChallengeSuccessDesc,"You made it to Trapper's! The Hunted becomes the Hunter, in Part Two.",,
GAMEPLAY_HuntedChallengeSurvivalTimeHeader,Completion Time,,
GAMEPLAY_HuntedChallengeStartHeader,"The Hunted, Part One",,
GAMEPLAY_HuntedChallengeStartDesc,The old bear is after you. Nothing can kill him but the Trapper's old Bearkiller Rifle. Get to Trapper's Cabin before the Bear gets you.,,
GAMEPLAY_HuntedChallengeInstructions,Avoid the Bear. Get to Trapper's Cabin in Mystery Lake.,,
GAMEPLAY_HuntedChallengeLoadText,"The Old Bear is hunting you. Get to Trapper's Cabin in Mystery Lake, before it gets you.",,
GAMEPLAY_ChallengeHunted,"The Hunted, Part One",,
GAMEPLAY_Sit,Sit,,
GAMEPLAY_Stand,Stand,,
GAMEPLAY_Challenges,Challenges,,Thử thách
GAMEPLAY_TableOfContents,Table of Contents,,
GAMEPLAY_DeleteJournal,Are you sure you want to remove this Journal?,,
GAMEPLAY_OverwriteJournalConfirmation,Are you sure you want to overwrite this Journal?,,
GAMEPLAY_OverwriteJournalNotification,You need to overwrite an existing Journal to save a new one. Continue?,,
GAMEPLAY_SaveJournal,Save Journal,,
GAMEPLAY_SelectJournalToOverwrite,Select a Journal to overwrite,,
GAMEPLAY_RadialLightSources,Light Sources,,
GAMEPLAY_RadialWeapons,Weapons,,
GAMEPLAY_RadialBedroll,Bedroll,,
GAMEPLAY_RadialFire,Fire,,
GAMEPLAY_RadialJournal,Journal,,
GAMEPLAY_RadialInventory,Backpack,,
GAMEPLAY_RadialDecoy,Drop Decoy,,
GAMEPLAY_RadialFirstAid,First Aid,,
GAMEPLAY_RadialPlaceItem,Campcraft,,
GAMEPLAY_RadialClothing,Clothing,,
GAMEPLAY_RadialTools,Tools,,
